id,temperature,pressure,altitude,soilmoisture,note,status,class,date,time
1146,30.01,9984.88,-12.18,176,3,1,Very Wet,08-10-2022,22:06:24
1147,29.98,9985.11,-12.16,175,3,1,Very Wet,08-10-2022,22:06:24
1148,29.94,9985.16,-12.15,176,3,1,Very Wet,08-10-2022,22:06:24
1149,29.9,9984.83,-12.18,175,3,1,Very Wet,08-10-2022,22:06:24
1150,29.87,9984.87,-12.18,176,3,1,Very Wet,08-10-2022,22:06:24
1151,29.83,9985.11,-12.16,175,3,1,Very Wet,08-10-2022,22:06:24
1152,29.81,9984.59,-12.2,176,3,1,Very Wet,08-10-2022,22:06:24
1153,29.78,9984.98,-12.17,174,3,1,Very Wet,08-10-2022,22:06:24
1154,29.74,9985.02,-12.16,176,3,1,Very Wet,08-10-2022,22:06:24
1155,29.71,9985.05,-12.16,173,3,1,Very Wet,08-10-2022,22:06:24
1156,29.68,9984.89,-12.18,176,3,1,Very Wet,08-10-2022,22:06:24
1157,29.65,9984.93,-12.17,176,3,1,Very Wet,08-10-2022,22:06:24
1158,29.62,9984.62,-12.2,176,3,1,Very Wet,08-10-2022,22:06:24
1159,29.59,9985,-12.17,175,3,1,Very Wet,08-10-2022,22:06:24
1160,29.56,9985,-12.17,176,3,1,Very Wet,08-10-2022,22:06:24
1161,29.53,9985.04,-12.16,176,3,1,Very Wet,08-10-2022,22:06:24
1162,29.5,9984.9,-12.17,176,3,1,Very Wet,08-10-2022,22:06:24
1163,29.48,9984.93,-12.17,174,3,1,Very Wet,08-10-2022,22:06:24
1164,29.45,9985.11,-12.16,174,3,1,Very Wet,08-10-2022,22:06:24
1165,29.44,9985.11,-12.16,174,3,1,Very Wet,08-10-2022,22:06:24
1166,29.42,9985.14,-12.15,175,3,1,Very Wet,08-10-2022,22:06:24
1167,29.39,9985.34,-12.14,176,3,1,Very Wet,08-10-2022,22:06:24
1168,29.37,9985.34,-12.14,176,3,1,Very Wet,08-10-2022,22:06:24
1169,29.35,9985.72,-12.11,174,3,1,Very Wet,08-10-2022,22:06:24
1170,29.33,9985.72,-12.11,175,3,1,Very Wet,08-10-2022,22:06:24
1171,29.31,9986.09,-12.07,176,3,1,Very Wet,08-10-2022,22:06:24
1172,29.29,9986.27,-12.06,175,3,1,Very Wet,08-10-2022,22:06:24
1173,29.27,9986.64,-12.03,176,3,1,Very Wet,08-10-2022,22:06:24
1174,29.25,9986.84,-12.01,175,3,1,Very Wet,08-10-2022,22:06:24
1175,29.23,9986.65,-12.03,175,3,1,Very Wet,08-10-2022,22:06:24
1176,29.21,9986.67,-12.03,175,3,1,Very Wet,08-10-2022,22:06:24
1177,29.2,9986.67,-12.03,176,3,1,Very Wet,08-10-2022,22:06:24
1178,29.18,9986.88,-12.01,176,3,1,Very Wet,08-10-2022,22:06:24
1179,29.16,9986.73,-12.02,175,3,1,Very Wet,08-10-2022,22:06:24
1180,29.14,9986.73,-12.02,176,3,1,Very Wet,08-10-2022,22:06:24
1181,29.12,9986.56,-12.04,175,3,1,Very Wet,08-10-2022,22:06:24
1182,29.1,9986.59,-12.03,174,3,1,Very Wet,08-10-2022,22:06:24
1183,29.08,9986.76,-12.02,175,3,1,Very Wet,08-10-2022,22:06:24
1184,29.06,9986.62,-12.03,173,3,1,Very Wet,08-10-2022,22:06:24
1185,29.04,9986.81,-12.01,176,3,1,Very Wet,08-10-2022,22:06:24
1186,29.03,9987.16,-11.98,176,3,1,Very Wet,08-10-2022,22:06:24
1187,29.01,9986.81,-12.01,175,3,1,Very Wet,08-10-2022,22:06:24
1188,28.99,9986.67,-12.03,176,3,1,Very Wet,08-10-2022,22:06:24
1189,28.98,9986.84,-12.01,176,3,1,Very Wet,08-10-2022,22:06:24
1190,28.96,9986.84,-12.01,176,3,1,Very Wet,08-10-2022,22:06:24
1191,28.94,9986.53,-12.04,174,3,1,Very Wet,08-10-2022,22:06:24
1192,28.93,9986.89,-12.01,174,3,1,Very Wet,08-10-2022,22:06:24
1193,28.91,9986.55,-12.04,175,3,1,Very Wet,08-10-2022,22:06:24
1194,28.89,9986.2,-12.06,174,3,1,Very Wet,08-10-2022,22:06:24
1195,28.88,9985.86,-12.09,176,3,1,Very Wet,08-10-2022,22:06:24
1196,28.86,9985.89,-12.09,176,3,1,Very Wet,08-10-2022,22:06:24
1197,28.84,9985.89,-12.09,175,3,1,Very Wet,08-10-2022,22:06:24
1198,28.83,9985.74,-12.1,175,3,1,Very Wet,08-10-2022,22:06:24
1199,28.81,9985.74,-12.1,175,3,1,Very Wet,08-10-2022,22:06:24
1200,28.8,9985.77,-12.1,175,3,1,Very Wet,08-10-2022,22:06:24
1201,28.79,9985.77,-12.1,176,3,1,Very Wet,08-10-2022,22:06:24
1202,28.78,9985.59,-12.12,174,3,1,Very Wet,08-10-2022,22:06:24
1203,28.76,9985.59,-12.12,174,3,1,Very Wet,08-10-2022,22:06:24
1204,28.75,9985.77,-12.1,175,3,1,Very Wet,08-10-2022,22:06:24
1205,28.74,9985.28,-12.14,174,3,1,Very Wet,08-10-2022,22:06:24
1206,28.72,9985.61,-12.12,176,3,1,Very Wet,08-10-2022,22:06:24
1207,28.71,9985.81,-12.1,174,3,1,Very Wet,08-10-2022,22:06:24
1208,28.7,9985.47,-12.13,175,3,1,Very Wet,08-10-2022,22:06:24
1209,28.68,9985.32,-12.14,176,3,1,Very Wet,08-10-2022,22:06:24
1210,28.67,9985.49,-12.12,175,3,1,Very Wet,08-10-2022,22:06:24
1211,28.66,9985.47,-12.13,175,3,1,Very Wet,08-10-2022,22:06:24
1212,28.65,9985.15,-12.15,176,3,1,Very Wet,08-10-2022,22:06:24
1213,28.64,9985.14,-12.15,175,3,1,Very Wet,08-10-2022,22:06:24
1214,28.63,9984.83,-12.18,175,3,1,Very Wet,08-10-2022,22:06:24
1215,28.62,9984.83,-12.18,175,3,1,Very Wet,08-10-2022,22:06:24
1216,28.6,9984.48,-12.21,176,3,1,Very Wet,08-10-2022,22:06:24
1217,28.59,9984.68,-12.19,175,3,1,Very Wet,08-10-2022,22:06:24
1218,28.58,9984.51,-12.21,176,3,1,Very Wet,08-10-2022,22:06:24
1219,28.57,9984.67,-12.19,174,3,1,Very Wet,08-10-2022,22:06:24
1220,28.56,9984.53,-12.21,176,3,1,Very Wet,08-10-2022,22:06:24
1221,28.55,9984.67,-12.19,175,3,1,Very Wet,08-10-2022,22:06:24
1222,28.54,9984.18,-12.24,175,3,1,Very Wet,08-10-2022,22:06:24
1223,28.53,9984.34,-12.22,176,3,1,Very Wet,08-10-2022,22:06:24
1224,28.52,9984.52,-12.21,176,3,1,Very Wet,08-10-2022,22:06:24
1225,28.51,9984.55,-12.2,174,3,1,Very Wet,08-10-2022,22:06:24
1226,28.5,9984.55,-12.2,175,3,1,Very Wet,08-10-2022,22:06:24
1227,28.49,9984.2,-12.23,175,3,1,Very Wet,08-10-2022,22:06:24
1228,28.48,9984.03,-12.25,175,3,1,Very Wet,08-10-2022,22:06:24
1229,28.47,9983.7,-12.28,176,3,1,Very Wet,08-10-2022,22:06:24
1230,28.46,9983.53,-12.29,176,3,1,Very Wet,08-10-2022,22:06:24
1231,28.45,9983.53,-12.29,175,3,1,Very Wet,08-10-2022,22:06:24
1232,28.44,9983.88,-12.26,175,3,1,Very Wet,08-10-2022,22:06:24
1233,28.43,9983.7,-12.28,175,3,1,Very Wet,08-10-2022,22:06:24
1234,28.42,9983.19,-12.32,175,3,1,Very Wet,08-10-2022,22:06:24
1235,28.42,9983.38,-12.3,174,3,1,Very Wet,08-10-2022,22:06:24
1236,28.41,9983.2,-12.32,175,3,1,Very Wet,08-10-2022,22:06:24
1237,28.4,9983.38,-12.3,174,3,1,Very Wet,08-10-2022,22:06:24
1238,28.39,9983.55,-12.29,174,3,1,Very Wet,08-10-2022,22:06:24
1239,28.38,9983.4,-12.3,176,3,1,Very Wet,08-10-2022,22:06:24
1240,28.38,9983.56,-12.29,175,3,1,Very Wet,08-10-2022,22:06:24
1241,28.36,9983.73,-12.27,175,3,1,Very Wet,08-10-2022,22:06:24
1242,28.36,9983.93,-12.26,173,3,1,Very Wet,08-10-2022,22:06:24
1243,28.35,9984.27,-12.23,170,3,1,Very Wet,08-10-2022,22:06:24
1244,28.34,9984.27,-12.23,176,3,1,Very Wet,08-10-2022,22:06:24
1245,28.33,9984.27,-12.23,175,3,1,Very Wet,08-10-2022,22:06:24
1246,28.32,9984.09,-12.24,176,3,1,Very Wet,08-10-2022,22:06:24
1247,28.32,9984.09,-12.24,175,3,1,Very Wet,08-10-2022,22:06:24
1248,28.31,9984.44,-12.21,176,3,1,Very Wet,08-10-2022,22:06:24
1249,28.3,9984.26,-12.23,175,3,1,Very Wet,08-10-2022,22:06:24
1250,28.3,9984.45,-12.21,174,3,1,Very Wet,08-10-2022,22:06:24
1251,28.29,9983.94,-12.26,176,3,1,Very Wet,08-10-2022,22:06:24
1252,28.28,9984.11,-12.24,175,3,1,Very Wet,08-10-2022,22:06:24
1253,28.27,9984.1,-12.24,175,3,1,Very Wet,08-10-2022,22:06:24
1254,28.26,9984.13,-12.24,175,3,1,Very Wet,08-10-2022,22:06:24
1255,28.26,9984.3,-12.23,174,3,1,Very Wet,08-10-2022,22:06:24
1256,28.25,9984.81,-12.18,174,3,1,Very Wet,08-10-2022,22:06:24
1257,28.24,9984.64,-12.2,176,3,1,Very Wet,08-10-2022,22:06:24
1258,28.24,9984.83,-12.18,176,3,1,Very Wet,08-10-2022,22:06:24
1259,28.23,9984.66,-12.2,174,3,1,Very Wet,08-10-2022,22:06:24
1260,28.22,9984.48,-12.21,175,3,1,Very Wet,08-10-2022,22:06:24
1261,28.21,9984.28,-12.23,174,3,1,Very Wet,08-10-2022,22:06:24
1262,28.21,9984.45,-12.21,175,3,1,Very Wet,08-10-2022,22:06:24
1263,28.2,9984.48,-12.21,175,3,1,Very Wet,08-10-2022,22:06:24
1264,28.2,9984.48,-12.21,176,3,1,Very Wet,08-10-2022,22:06:24
1265,28.19,9984.47,-12.21,187,3,1,Very Wet,08-10-2022,22:06:24
1266,28.18,9984.3,-12.23,241,2,1,Wet,08-10-2022,22:06:24
1267,28.18,9984.5,-12.21,250,2,1,Wet,08-10-2022,22:06:24
1268,28.17,9984.49,-12.21,234,2,1,Wet,08-10-2022,22:06:24
1269,28.25,9985.16,-12.15,230,2,1,Wet,08-10-2022,22:06:24
1270,28.59,9987.08,-11.99,231,2,1,Wet,08-10-2022,22:06:24
1271,29,9988.36,-11.88,232,2,1,Wet,08-10-2022,22:06:24
1272,29.37,9988.77,-11.85,233,2,1,Wet,08-10-2022,22:06:24
1273,29.64,9988.88,-11.84,233,2,1,Wet,08-10-2022,22:06:24
1274,29.75,9988.96,-11.83,233,2,1,Wet,08-10-2022,22:06:24
1275,29.91,9988.97,-11.83,232,2,1,Wet,08-10-2022,22:06:24
1276,30.04,9989.36,-11.8,234,2,1,Wet,08-10-2022,22:06:24
1277,30.12,9989.23,-11.81,233,2,1,Wet,08-10-2022,22:06:24
1278,30.17,9989.36,-11.8,234,2,1,Wet,08-10-2022,22:06:24
1279,30.2,9989.14,-11.82,234,2,1,Wet,08-10-2022,22:06:24
1280,30.21,9989.28,-11.81,233,2,1,Wet,08-10-2022,22:06:24
1281,30.21,9989.11,-11.82,234,2,1,Wet,08-10-2022,22:06:24
1282,30.2,9989.66,-11.77,233,2,1,Wet,08-10-2022,22:06:24
1283,30.18,9989.33,-11.8,233,2,1,Wet,08-10-2022,22:06:24
1284,30.15,9989.39,-11.8,234,2,1,Wet,08-10-2022,22:06:24
1285,30.12,9989.41,-11.8,233,2,1,Wet,08-10-2022,22:06:24
1286,30.08,9989.45,-11.79,233,2,1,Wet,08-10-2022,22:06:24
1287,30.06,9989.48,-11.79,233,2,1,Wet,08-10-2022,22:06:24
1288,30.01,9989.17,-11.82,233,2,1,Wet,08-10-2022,22:06:24
1289,29.97,9988.89,-11.84,234,2,1,Wet,08-10-2022,22:06:24
1290,29.92,9988.94,-11.83,233,2,1,Wet,08-10-2022,22:06:24
1291,29.87,9988.81,-11.85,232,2,1,Wet,08-10-2022,22:06:24
1292,29.82,9988.55,-11.87,233,2,1,Wet,08-10-2022,22:06:24
1293,29.77,9988.59,-11.86,233,2,1,Wet,08-10-2022,22:06:24
1294,29.72,9988.11,-11.9,234,2,1,Wet,08-10-2022,22:06:24
1295,29.68,9988.15,-11.9,234,2,1,Wet,08-10-2022,22:06:24
1296,29.63,9988.05,-11.91,232,2,1,Wet,08-10-2022,22:06:24
1297,29.59,9988.09,-11.91,233,2,1,Wet,08-10-2022,22:06:24
1298,29.54,9988.3,-11.89,232,2,1,Wet,08-10-2022,22:06:24
1299,29.52,9988.3,-11.89,232,2,1,Wet,08-10-2022,22:06:24
1300,29.47,9988.02,-11.91,234,2,1,Wet,08-10-2022,22:06:24
1301,29.43,9988.2,-11.9,234,2,1,Wet,08-10-2022,22:06:24
1302,29.39,9988.09,-11.91,234,2,1,Wet,08-10-2022,22:06:24
1303,29.35,9988.12,-11.9,233,2,1,Wet,08-10-2022,22:06:24
1304,29.32,9988.47,-11.87,234,2,1,Wet,08-10-2022,22:06:24
1305,29.28,9988.35,-11.88,232,2,1,Wet,08-10-2022,22:06:24
1306,29.25,9988.73,-11.85,232,2,1,Wet,08-10-2022,22:06:24
1307,29.22,9988.56,-11.87,234,2,1,Wet,08-10-2022,22:06:24
1308,29.19,9988.76,-11.85,233,2,1,Wet,08-10-2022,22:06:24
1309,29.16,9988.45,-11.88,234,2,1,Wet,08-10-2022,22:06:24
1310,29.13,9988.3,-11.89,234,2,1,Wet,08-10-2022,22:06:24
1311,29.11,9988.13,-11.9,234,2,1,Wet,08-10-2022,22:06:24
1312,29.09,9988.13,-11.9,234,2,1,Wet,08-10-2022,22:06:24
1313,29.07,9988.16,-11.9,233,2,1,Wet,08-10-2022,22:06:24
1314,29.04,9988.02,-11.91,233,2,1,Wet,08-10-2022,22:06:24
1315,29.02,9987.84,-11.93,234,2,1,Wet,08-10-2022,22:06:24
1316,28.99,9988.02,-11.91,233,2,1,Wet,08-10-2022,22:06:24
1317,28.97,9988.21,-11.9,234,2,1,Wet,08-10-2022,22:06:24
1318,28.95,9988.41,-11.88,234,2,1,Wet,08-10-2022,22:06:24
1319,28.93,9988.27,-11.89,234,2,1,Wet,08-10-2022,22:06:24
1320,28.91,9987.92,-11.92,234,2,1,Wet,08-10-2022,22:06:24
1321,28.89,9987.92,-11.92,236,2,1,Wet,08-10-2022,22:06:24
1322,28.86,9987.44,-11.96,233,2,1,Wet,08-10-2022,22:06:24
1323,28.84,9987.26,-11.98,234,2,1,Wet,08-10-2022,22:06:24
1324,28.83,9987.11,-11.99,233,2,1,Wet,08-10-2022,22:06:24
1325,28.81,9986.77,-12.02,233,2,1,Wet,08-10-2022,22:06:24
1326,28.79,9986.63,-12.03,234,2,1,Wet,08-10-2022,22:06:24
1327,28.77,9986.45,-12.04,234,2,1,Wet,08-10-2022,22:06:24
1328,28.76,9986.28,-12.06,232,2,1,Wet,08-10-2022,22:06:24
1329,28.74,9986.13,-12.07,234,2,1,Wet,08-10-2022,22:06:24
1330,28.72,9986.13,-12.07,233,2,1,Wet,08-10-2022,22:06:24
1331,28.71,9986.33,-12.05,234,2,1,Wet,08-10-2022,22:06:24
1332,28.69,9986.01,-12.08,234,2,1,Wet,08-10-2022,22:06:24
1333,28.68,9985.84,-12.1,234,2,1,Wet,08-10-2022,22:06:24
1334,28.66,9985.81,-12.1,233,2,1,Wet,08-10-2022,22:06:24
1335,28.65,9986.17,-12.07,234,2,1,Wet,08-10-2022,22:06:24
1336,28.64,9986.17,-12.07,234,2,1,Wet,08-10-2022,22:06:24
1337,28.63,9986.2,-12.07,233,2,1,Wet,08-10-2022,22:06:24
1338,28.61,9986.36,-12.05,234,2,1,Wet,08-10-2022,22:06:24
1339,28.6,9986.22,-12.06,233,2,1,Wet,08-10-2022,22:06:24
1340,28.58,9986.05,-12.08,234,2,1,Wet,08-10-2022,22:06:24
1341,28.57,9985.73,-12.11,234,2,1,Wet,08-10-2022,22:06:24
1342,28.55,9985.87,-12.09,234,2,1,Wet,08-10-2022,22:06:24
1343,28.54,9985.72,-12.11,234,2,1,Wet,08-10-2022,22:06:24
1344,28.52,9985.72,-12.11,239,2,1,Wet,08-10-2022,22:06:24
1345,28.51,9985.72,-12.11,292,1,0,Dry,08-10-2022,22:06:24
1346,28.5,9985.57,-12.12,290,1,0,Dry,08-10-2022,22:06:24
1347,28.49,9985.56,-12.12,289,1,0,Dry,08-10-2022,22:06:24
1348,28.48,9985.42,-12.13,287,1,0,Dry,08-10-2022,22:06:24
1349,28.47,9985.42,-12.13,251,2,1,Wet,08-10-2022,22:06:24
1350,28.46,9985.42,-12.13,220,2,1,Wet,08-10-2022,22:06:24
1351,28.45,9985.27,-12.14,198,3,1,Very Wet,08-10-2022,22:06:24
1352,28.44,9985.07,-12.16,184,3,1,Very Wet,08-10-2022,22:06:24
1353,28.43,9984.21,-12.23,173,3,1,Very Wet,08-10-2022,22:06:24
1354,28.42,9984.23,-12.23,170,3,1,Very Wet,08-10-2022,22:06:24
1355,28.41,9984.06,-12.25,170,3,1,Very Wet,08-10-2022,22:06:24
1356,28.4,9984.06,-12.25,170,3,1,Very Wet,08-10-2022,22:06:24
1357,28.4,9983.72,-12.27,170,3,1,Very Wet,08-10-2022,22:06:24
1358,28.49,9983.52,-12.29,170,3,1,Very Wet,08-10-2022,22:06:24
1359,28.7,9984.27,-12.23,171,3,1,Very Wet,08-10-2022,22:06:24
1360,28.84,9984.34,-12.22,170,3,1,Very Wet,08-10-2022,22:06:24
1361,29.16,9984.67,-12.19,170,3,1,Very Wet,08-10-2022,22:06:24
1362,29.47,9985.1,-12.16,170,3,1,Very Wet,08-10-2022,22:06:24
1363,29.71,9985.41,-12.13,170,3,1,Very Wet,08-10-2022,22:06:24
1364,29.88,9985.55,-12.12,170,3,1,Very Wet,08-10-2022,22:06:24
1365,30.01,9985.56,-12.12,170,3,1,Very Wet,08-10-2022,22:06:24
1366,30.1,9985.98,-12.08,170,3,1,Very Wet,08-10-2022,22:06:24
1367,30.16,9985.94,-12.09,171,3,1,Very Wet,08-10-2022,22:06:24
1368,30.2,9986.41,-12.05,171,3,1,Very Wet,08-10-2022,22:06:24
1369,30.22,9986.36,-12.05,170,3,1,Very Wet,08-10-2022,22:06:24
1370,30.23,9986.88,-12.01,170,3,1,Very Wet,08-10-2022,22:06:24
1371,30.22,9987.22,-11.98,170,3,1,Very Wet,08-10-2022,22:06:24
1372,30.21,9987.57,-11.95,170,3,1,Very Wet,08-10-2022,22:06:24
1373,30.2,9987.6,-11.95,170,3,1,Very Wet,08-10-2022,22:06:24
1374,30.17,9987.47,-11.96,170,3,1,Very Wet,08-10-2022,22:06:24
1375,30.15,9987.68,-11.94,170,3,1,Very Wet,08-10-2022,22:06:24
1376,30.12,9988.21,-11.9,169,3,1,Very Wet,08-10-2022,22:06:24
1377,30.08,9988.59,-11.86,170,3,1,Very Wet,08-10-2022,22:06:24
1378,30.05,9988.64,-11.86,169,3,1,Very Wet,08-10-2022,22:06:24
1379,30.01,9989,-11.83,170,3,1,Very Wet,08-10-2022,22:06:24
1380,29.97,9989.07,-11.82,170,3,1,Very Wet,08-10-2022,22:06:24
1381,29.92,9988.77,-11.85,170,3,1,Very Wet,08-10-2022,22:06:24
1382,29.88,9988.98,-11.83,170,3,1,Very Wet,08-10-2022,22:06:24
1383,29.84,9988.68,-11.86,170,3,1,Very Wet,08-10-2022,22:06:24
1384,29.8,9988.75,-11.85,170,3,1,Very Wet,08-10-2022,22:06:24
1385,29.76,9988.08,-11.91,169,3,1,Very Wet,08-10-2022,22:06:24
1386,29.74,9988.28,-11.89,170,3,1,Very Wet,08-10-2022,22:06:24
1387,29.7,9987.8,-11.93,170,3,1,Very Wet,08-10-2022,22:06:24
1388,29.66,9987.67,-11.94,170,3,1,Very Wet,08-10-2022,22:06:24
1389,29.62,9987.53,-11.95,170,3,1,Very Wet,08-10-2022,22:06:24
1390,29.58,9987.23,-11.98,170,3,1,Very Wet,08-10-2022,22:06:24
1391,29.55,9987.06,-11.99,170,3,1,Very Wet,08-10-2022,22:06:24
1392,29.51,9987.13,-11.99,170,3,1,Very Wet,08-10-2022,22:06:24
1393,29.48,9986.81,-12.01,170,3,1,Very Wet,08-10-2022,22:06:24
1394,29.44,9986.99,-12,170,3,1,Very Wet,08-10-2022,22:06:24
1395,29.41,9986.86,-12.01,169,3,1,Very Wet,08-10-2022,22:06:24
1396,29.38,9987.06,-11.99,170,3,1,Very Wet,08-10-2022,22:06:24
1397,29.35,9986.75,-12.02,170,3,1,Very Wet,08-10-2022,22:06:24
1398,29.33,9986.92,-12,169,3,1,Very Wet,08-10-2022,22:06:24
1399,29.3,9987.47,-11.96,170,3,1,Very Wet,08-10-2022,22:06:24
1400,29.27,9987.16,-11.98,170,3,1,Very Wet,08-10-2022,22:06:24
1401,29.25,9987.19,-11.98,170,3,1,Very Wet,08-10-2022,22:06:24
1402,29.22,9987.36,-11.97,170,3,1,Very Wet,08-10-2022,22:06:24
1403,29.2,9987.19,-11.98,170,3,1,Very Wet,08-10-2022,22:06:24
1404,29.17,9987.22,-11.98,169,3,1,Very Wet,08-10-2022,22:06:24
1405,29.15,9987.42,-11.96,170,3,1,Very Wet,08-10-2022,22:06:24
1406,29.13,9987.61,-11.95,170,3,1,Very Wet,08-10-2022,22:06:24
1407,29.11,9988.11,-11.9,170,3,1,Very Wet,08-10-2022,22:06:24
1408,29.08,9987.96,-11.92,170,3,1,Very Wet,08-10-2022,22:06:24
1409,29.06,9987.98,-11.92,170,3,1,Very Wet,08-10-2022,22:06:24
1410,29.05,9987.81,-11.93,164,3,1,Very Wet,08-10-2022,22:06:24
1411,29.03,9987.84,-11.93,170,3,1,Very Wet,08-10-2022,22:06:24
1412,29.01,9987.87,-11.92,170,3,1,Very Wet,08-10-2022,22:06:24
1413,29,9988.19,-11.9,170,3,1,Very Wet,08-10-2022,22:06:24
1414,28.98,9987.87,-11.92,170,3,1,Very Wet,08-10-2022,22:06:24
1415,28.96,9987.89,-11.92,168,3,1,Very Wet,08-10-2022,22:06:24
1416,28.94,9988.23,-11.89,170,3,1,Very Wet,08-10-2022,22:06:24
1417,28.93,9988.09,-11.91,169,3,1,Very Wet,08-10-2022,22:06:24
1418,28.91,9987.92,-11.92,170,3,1,Very Wet,08-10-2022,22:06:24
1419,28.89,9987.92,-11.92,170,3,1,Very Wet,08-10-2022,22:06:24
1420,28.88,9987.58,-11.95,170,3,1,Very Wet,08-10-2022,22:06:24
1421,28.86,9987.6,-11.95,168,3,1,Very Wet,08-10-2022,22:06:24
1422,28.84,9987.26,-11.98,170,3,1,Very Wet,08-10-2022,22:06:24
1423,28.83,9987.11,-11.99,170,3,1,Very Wet,08-10-2022,22:06:24
1424,28.82,9986.77,-12.02,170,3,1,Very Wet,08-10-2022,22:06:24
1425,28.8,9986.45,-12.04,170,3,1,Very Wet,08-10-2022,22:06:24
1426,28.79,9986.45,-12.04,170,3,1,Very Wet,08-10-2022,22:06:24
1427,28.77,9986.45,-12.04,170,3,1,Very Wet,08-10-2022,22:06:24
1428,28.76,9986.45,-12.04,169,3,1,Very Wet,08-10-2022,22:06:24
1429,28.74,9986.3,-12.06,170,3,1,Very Wet,08-10-2022,22:06:24
1430,28.73,9986.13,-12.07,169,3,1,Very Wet,08-10-2022,22:06:24
1431,28.71,9985.98,-12.08,169,3,1,Very Wet,08-10-2022,22:06:24
1432,28.7,9985.98,-12.08,170,3,1,Very Wet,08-10-2022,22:06:24
1433,28.82,9986.77,-12.02,170,3,1,Very Wet,08-10-2022,22:06:24
1434,29.1,9987.45,-11.96,169,3,1,Very Wet,08-10-2022,22:06:24
1435,29.26,9987.67,-11.94,170,3,1,Very Wet,08-10-2022,22:06:24
1436,29.52,9987.95,-11.92,230,2,1,Wet,08-10-2022,22:06:24
1437,29.71,9987.8,-11.93,432,0,0,Very Dry,08-10-2022,22:06:24
1438,29.85,9988.33,-11.89,357,0,0,Very Dry,08-10-2022,22:06:24
1439,29.95,9987.9,-11.92,302,1,0,Dry,08-10-2022,22:06:24
1440,30.01,9987.63,-11.95,263,2,1,Wet,08-10-2022,22:06:24
1441,30.06,9987.6,-11.95,232,2,1,Wet,08-10-2022,22:06:24
1442,30.09,9987.56,-11.95,235,2,1,Wet,08-10-2022,22:06:24
1443,30.1,9987.7,-11.94,396,0,0,Very Dry,08-10-2022,22:06:24
1444,30.1,9987.88,-11.92,330,0,0,Very Dry,08-10-2022,22:06:24
1445,30.09,9987.22,-11.98,284,1,0,Dry,08-10-2022,22:06:24
1446,30.07,9986.91,-12.01,247,2,1,Wet,08-10-2022,22:06:24
1447,30.06,9987.09,-11.99,223,2,1,Wet,08-10-2022,22:06:24
1448,30.03,9987.3,-11.97,258,2,1,Wet,08-10-2022,22:06:24
1449,30,9987.14,-11.99,258,2,1,Wet,08-10-2022,22:06:24
1450,29.97,9987.35,-11.97,258,2,1,Wet,08-10-2022,22:06:24
1451,29.93,9987.39,-11.97,259,2,1,Wet,08-10-2022,22:06:24
1452,29.89,9987.06,-11.99,257,2,1,Wet,08-10-2022,22:06:24
1453,29.85,9986.79,-12.02,258,2,1,Wet,08-10-2022,22:06:24
1454,29.81,9986.31,-12.06,258,2,1,Wet,08-10-2022,22:06:24
1455,29.77,9986.36,-12.05,257,2,1,Wet,08-10-2022,22:06:24
1456,29.72,9986.05,-12.08,258,2,1,Wet,08-10-2022,22:06:24
1457,29.68,9985.92,-12.09,258,2,1,Wet,08-10-2022,22:06:24
1458,29.64,9985.62,-12.11,257,2,1,Wet,08-10-2022,22:06:24
1459,29.62,9985.82,-12.1,258,2,1,Wet,08-10-2022,22:06:24
1460,29.58,9985.69,-12.11,257,2,1,Wet,08-10-2022,22:06:24
1461,29.54,9985.37,-12.13,257,2,1,Wet,08-10-2022,22:06:24
1462,29.5,9985.41,-12.13,259,2,1,Wet,08-10-2022,22:06:24
1463,29.46,9985.8,-12.1,258,2,1,Wet,08-10-2022,22:06:24
1464,29.42,9986.17,-12.07,258,2,1,Wet,08-10-2022,22:06:24
1465,29.39,9986.72,-12.02,259,2,1,Wet,08-10-2022,22:06:24
1466,29.36,9986.92,-12,258,2,1,Wet,08-10-2022,22:06:24
1467,29.32,9986.75,-12.02,258,2,1,Wet,08-10-2022,22:06:24
1468,29.29,9986.78,-12.02,257,2,1,Wet,08-10-2022,22:06:24
1469,29.26,9986.64,-12.03,249,2,1,Wet,08-10-2022,22:06:24
1470,29.23,9986.84,-12.01,259,2,1,Wet,08-10-2022,22:06:24
1471,29.22,9986.84,-12.01,259,2,1,Wet,08-10-2022,22:06:24
1472,29.19,9987.02,-12,258,2,1,Wet,08-10-2022,22:06:24
1473,29.17,9987.05,-11.99,258,2,1,Wet,08-10-2022,22:06:24
1474,29.14,9987.08,-11.99,258,2,1,Wet,08-10-2022,22:06:24
1475,29.12,9986.73,-12.02,258,2,1,Wet,08-10-2022,22:06:24
1476,29.1,9986.94,-12,258,2,1,Wet,08-10-2022,22:06:24
1477,29.07,9986.61,-12.03,260,2,1,Wet,08-10-2022,22:06:24
1478,29.05,9986.96,-12,259,2,1,Wet,08-10-2022,22:06:24
1479,29.03,9986.64,-12.03,258,2,1,Wet,08-10-2022,22:06:24
1480,29.01,9986.65,-12.03,258,2,1,Wet,08-10-2022,22:06:24
1481,28.98,9986.5,-12.04,257,2,1,Wet,08-10-2022,22:06:24
1482,28.96,9986.33,-12.05,258,2,1,Wet,08-10-2022,22:06:24
1483,28.94,9986.19,-12.07,257,2,1,Wet,08-10-2022,22:06:24
1484,28.93,9986.19,-12.07,258,2,1,Wet,08-10-2022,22:06:24
